Key,Value
8560,"You've convinced me. Even though I dislike %fpc, I will help.[/center]
[/record]
%fnpc and %fpc are enemies, but I've always thought %fpc were a decent sort.[/center]
[/record]
Even though %fnpc is opposed to %fpc, courtesy dictates that I help you.[/center]
[/record]
What is it?[/center]
[/end]"
8561,"Filthy %fpc. No loyal %fnpc would help your kind.[/center]
[/record]
%fpc? I wouldn t help you cross the street.[/center]
[/record]
I'm in %fnpc. We hate %fpc. Get lost.[/center]
[/record]
Why should I? Now step aside.[/center]
[/end]"
8562,"%fpc and %fnpc are both enemies of %fe. What can I do to help you?[/center]
[/record]
I despise %fe, and so does %fpc. Sure I ll help you.[/center]
[/record]
Any enemy of %fe is a friend of mine.[/center]
[/record]
Hi.[/center]
[/end]"
8563,"I don't care that you and I both hate[/center]
%fe. I'm not helping you.[/center]
[/record]
%fnpc may dislike %fe, but I like them.[/center]
%fpc is persecuting them, so I'm not about[/center]
to help you.[/center]
[/record]
%fpc and %fnpc[/center]
are both after %fe. I'm not[/center]
about to get in the middle.[/center]
Just forget you ever saw me.[/center]
[/record]
Idiot. I don't have the patience for your kind.[/center]
[/end]"
8564,"I am a member of %fnpc. Any friend of %fa is a friend of mine.[/center]
[/record]
You're in %fpc? I'm in %fnpc! We are both allied to %fa! Anyway, I'm always glad to help.[/center]
[/record]
%fpc is buddy-buddy with %fa. Sure I'll help.[/center]
[/record]
You look familiar. What do you need?[/center]
[/end]"
8565,"%fpc and %fnpc[/center]
may both be allied to %fa,[/center]
but I'm not a friend of yours.[/center]
[/record]
Look, %fnpc likes %fa,[/center]
but I don't. %fpc is also[/center]
cozy with them. Now you know why I wouldn't give you the time of day.[/center]
[/record]
How pedestrian. I'm bored.[/center]
[/end]"
8566,"Even though you're allied to %fae, whom members of %fnpc such as myself dislike, I think I can help you.[/center]
[/record]
I don't really like friends of %fae, but I'll make an exception in your case.[/center]
[/record]
As a loyal member of %fnpc I really shouldn't help any friend of %fae. But you ve talked me into it.[/center]
[/record]
I suppose you want my help?[/center]
[/end]"
8567,"Aren't you a member of %fpc?[/center]
They're allied to %fae,[/center]
who are the enemy of %fnpc.[/center]
I won't help your sort.[/center]
[/record]
I hate %fae, and their friends.[/center]
Buzz off.[/center]
[/record]
Aren't %fpc cozy with[/center]
%fae? I'm of %fnpc.[/center]
I can't stand %fae.[/center]
Just get out of here.[/center]
[/record]
I couldn't help you even if[/center]
I wanted to, which I don't.[/center]
[/end]"
8568,"Look, don't tell any of my fellow %fnpc that I helped you. %fpc are enemies of %fea, while we are their friends.[/center]
[/record]
I have no love for %fea, even though %fnpc is in bed with them. I'll help you, but don't spread it around.[/center]
[/record]
I really shouldn't help enemies of %fea. After all, their friends of %fnpc. But I ll make an exception in your case.[/center]
[/record]
Good day.[/center]
[/end]"
8569,"We of %fnpc are allied with[/center]
%fea. %fpc are[/center]
it's enemy. Why should I help you?[/center]
[/record]
I don't help those of %fpc.[/center]
At least not until they cease bickering[/center]
with my friends in %fea.[/center]
[/record]
My best friend is in %fea. You %fpc hates[/center]
them, so get out of my face![/center]
[/record]
Your breath stinks. Get away from me.[/center]
[/end]"
8570,"만나서 반갑습니다, 낯선 분.[/center][/end]"
8571,"Why would I help a complete stranger,[/center] especially one with your reputation?[/center] [/record] I despise your kind. Just go away.[/record] I've heard of you. Nothing good of course. Get lost.[/record] I don't have time for your type.[/record] Me? Help you? Ha-ha-ha![/end]"
8600,"Insert action type 11 here... (do not translate)[/end]"
8604,"익숙한 목소리로 조롱하듯이 웃는다,[/center]""그래, %pcn, 드디어 제대로 인사하러 오는 건가?""[/center][/end]"
8605,"Hear me:[/center] The Blind God is a jealous god.[/center] Let His true servants lift up their eyes[/center] unto Him, and the Way will be easy.[/center] Hear me![/center][/end]"
8607,"Ah, at last!  I was beginning to think you[/center] wouldn't get this far.  A dreary place, don't[/center] you agree?  And guarded by a pompous upstart--[/center] he's no more a god than I am.  Well, carry on.[/center] We will meet again soon, unless you are not as[/center] foolhardy as you appear.[/center][/end]"
8609,"여기 후원자의 영혼이 쉬고 있으나,[/center]그의 몸은 아직 길을 지킨다.[/center][/end]"
8616,"The guard by the door intones in a bored voice,[/center] ""All those having business with Queen Akorithi[/center] pass through the door at the back of the hall.""[/center][/end]"
8617,"The guard by the door intones in a bored voice,[/center] ""All those having business with Queen Akorithi[/center] pass through the door at the back of the hall[/center] on the right hand side.""[/center][/end]"
8690,"Game Hint![/center] [/center] The easiest way to get back your lost health[/center] is to rest. However, the game won't let you do[/center] that if there are monsters near by. Kill the[/center] monster behind this door, and the one in the next[/center] room down the hall. Then you will be allowed to[/center] rest and recover lost health.[/center][/end]"
8691,"Game Hint![/center] [/center] This corner is a good place to rest. Don't get[/center] too close to the stairs, or you'll wake up a[/center] monster![/center][/end]"
8692,"Game Hint![/center] [/center] If you have difficulty getting onto the platform,[/center] try jumping with the J key. You must be moving[/center] forward at the time. The faster you are moving,[/center] the further you jump.[/center][/end]"
8693,"Game Hint![/center] [/center] You should be looking for the exit about now.[/center] It is a tall, narrow archway showing stairs[/center] leading off into darkness. When you see it, click[/center] on it to exit the dungeon.[/center][/end]"
8700,"(caster only)[/left]
[/left]
Ever the vain one, Clavicus Vile made a[/left]
masque suited to his own personality.[/left]
The bearer of the masque is more likely[/left]
to get a positive response from the[/left]
people of Tamriel. The higher his[/left]
personality, the larger the bonus. The[/left]
best known story of the masque tells the[/left]
tale of Avalea, a noblewoman of some[/left]
renown. As a young girl, she was grossly[/left]
disfigured by a spiteful servant. Avalea[/left]
made a dark deal with Clavicus Vile and[/left]
received the masque in return. Though the[/left]
masque did not change her looks, suddenly[/left]
she had the respect and admiration of[/left]
everyone. A year and a day after her[/left]
marriage to a well connected baron,[/left]
Clavicus reclaimed his masque. Although[/left]
pregnant with his child, Avalea was[/left]
banished from the baron's household.[/left]
Twenty one years and one day later,[/left]
Avalea's daughter claimed her vengeance[/left]
by slaying the baron.[/left]
[/left]
Spells: None[/left]
[/end]"
8701,"(1 target, save vs. magic)[/left]
[/left]
The Dark Brotherhood has covetted this[/left]
ebony dagger for generations. This[/left]
mythical artifact is capable of slaying[/left]
any creature instantly. Victims of the[/left]
Razor must save vs. magic or be slain.[/left]
History does not record any bearers of[/left]
Mehrunes  Razor. However, eighty years[/left]
ago the Dark Brotherhood was decimated[/left]
by a vicious internal power struggle. It[/left]
is suspected that the razor was involved.[/left]
[/left]
Spells: None[/left]
[/end]"
8702,"(1 target, save vs. magic)[/left]
[/left]
Also known as the Vampire's Mace, the[/left]
Mace of Molag Bal drains its victims of[/left]
spell points and gives them to the[/left]
bearer. If the victim has no spell[/left]
points, he is drained of strength, which[/left]
is also transferred to the wielder. Using[/left]
the Mace of Molag Bal can actually give[/left]
its bearer more spell points or more[/left]
strength than he would have fully rested.[/left]
However, these bonus points are temporary.[/left]
Molag Bal has been quite free with his[/left]
artifact. There are many legends about[/left]
the mace. It seems to be a favorite for[/left]
vanquishing mad wizards.[/left]
[/left]
Spells: None[/left]
[/end]"
8703,"(caster only)[/left]
[/left]
The curse of lycanthropy has its[/left]
advantages. The incredible strength, speed,[/left]
ferocity of a werebeast make it a fearsome[/left]
opponent. There are, of course,[/left]
disadvantages. The bearer of the Hircine[/left]
Ring can choose when to be a lycanthrope[/left]
and when not. Essentially this gives him[/left]
all the advantages with few of the[/left]
negatives.[/left]
[/left]
Spells: None[/left]
[/end]"
8704,"(caster only)[/left]
[/left]
The Sanguine Rose is not an artifact[/left]
most folk would care to have. It summons[/left]
a lesser Daedra to the user. The Daedra[/left]
will attack any other creature in the area[/left]
except the bearer of the rose. The rose[/left]
is like any other in that it will wilt.[/left]
The more of its power that is used, the[/left]
more wilted it becomes. Eventually all its[/left]
petals fall off and it loses its powers.[/left]
Somewhere in Oblivion a new rose blooms[/left]
and is plucked by Sanguine herself to be[/left]
given to a new champion.[/left]
[/left]
Spells: None[/left]
[/end]"
8705,"(caster only)[/left]
[/left]
The Oghma Infinium is a tome of[/left]
knowledge written by the Ageless One,[/left]
the wizard-sage Xarses. All who read the[/left]
Infinium are filled with the energy of[/left]
the artifact which can be manipulated to[/left]
raise one s abilities to near demi-god[/left]
proportions. Once used, legend has it,[/left]
the Infinium will disappear from its[/left]
wielder. It leaves one with 30 bonus[/left]
points to distribute among the character's[/left]
attributes as one wants.[/left]
[/left]
Spells: None[/left]
[/end]"
8706,"(1 target, save vs. magic)[/left]
[/left]
Madness and chaos are the trademarks of[/left]
Sheogorath. The Wabbajack embodies these[/left]
same traits. Using the artifact on a[/left]
creature will transform it into something[/left]
else. The creature can become any one of[/left]
the following monsters: rat, imp, spriggan,[/left]
giant bat, grizzly bear, spider, nymph,[/left]
harpy, skeletal warrior, giant, zombie,[/left]
giant scorpion, iron atronach, flesh[/left]
atronach, ice atronach, fire atronach,[/left]
lich. The problem is the bearer has no way[/left]
of controlling the transformation. He[/left]
could change a giant bat into a lich, or[/left]
a fire atronach into a rat.[/left]
[/left]
Spells: None[/left]
[/end]"
8707,"(caster only)[/left]
[/left]
Namira is aligned with the darker side[/left]
of nature, as is her ring. While the ring[/left]
is being worn, any damage the bearer[/left]
takes is suffered by the attacker as well.[/left]
Spells and missile attacks are ignored.[/left]
How much damage the attacker suffers[/left]
depends upon his nature. Animals and[/left]
Spriggans take no damage, being creatures[/left]
of natures. Daedric beings only take half[/left]
the damage they do, being supernatural[/left]
creatures. Humanoids and monsters take[/left]
full damage. Undead take twice the damage[/left]
they dole out, because they are wholly[/left]
unnatural creatures.[/left]
[/left]
Spells: None[/left]
Casting Cost: Equal to the damage done[/left]
to the opponent.[/left]
[/end]"
8708,"(1 target, save vs. magic)[/left]
[/left]
Using the Skull of Corruption on an[/left]
opponent creates a duplicate of the[/left]
victim. However, this duplicate will[/left]
attack the original, not the wielder[/left]
of the Skull. There is a story about[/left]
the Thieves Guild Master and the skull[/left]
that is probably fiction, but highly[/left]
amusing. The Master used the skull on[/left]
her enemy, creating a clone of him to[/left]
fight. After defeating the original,[/left]
the clever duplicate snatched the Skull[/left]
from the Master and used it on her.[/left]
Although the cloned enemy could not[/left]
directly attack the Master, it could[/left]
use the Skull to create a duplicate[/left]
Master. The two clones jointly ruled[/left]
the Thieves Guild for years.[/left]
[/left]
Spells: None[/left]
[/end]"
8709,"(1 target, save vs. magic)[/left]
[/left]
Few mortals have the stomach to trade[/left]
in souls. The Dark Brotherhood does it,[/left]
as do certain groups within the Mages[/left]
Guild. For these cruel folk, Azura's Star[/left]
has a particular fascination. The Star[/left]
acts as a reusable soul gem. The soul of[/left]
any creature killed by the bearer of the[/left]
Star is trapped within it. If the Star[/left]
already carries a soul, nothing happens.[/left]
Using Azura s Star empties it, freeing[/left]
the trapped soul to make its journey to[/left]
Oblivion. Azura's Star can be used to[/left]
make magical items over and over and over.[/left]
[/left]
Spells: None[/left]
[/end]"
8710,"(1 target at touch, save versus magic)[/left]
[/left]
The Hammer of Might, Volendrung is said[/left]
to have been created by the Dwarves of[/left]
the now abandoned clan of Rourken,[/left]
hundreds of years before they disappeared[/left]
from the world of Tamriel. It has the[/left]
ability to grant health to its wielder,[/left]
but it is best known for the paralyzing[/left]
and strength leeching effects it has when[/left]
cast at an enemy. Like the Dwarves who[/left]
created it, Volendrung is prone to[/left]
disappearing suddenly, resurfacing[/left]
sometimes in days, sometimes in eons.[/left]
[/left]
Spells: Paralysis and Vampiric Touch[/left]
[/end]"
8711,"(caster only)[/left]
[/left]
The Warlock s Ring of the Arch-Mage[/left]
Syrabane is one of the most popular[/left]
relics of myth and fable. In Tamriel's[/left]
ancient history, Syrabane saved all of[/left]
the continent by judicious use of his[/left]
Ring, and ever since, it has helped[/left]
adventurers with less lofty goals. It[/left]
is best known for its ability to reflect[/left]
spells cast at its wearer and to improve[/left]
his or her speed and health, though it[/left]
may have additional powers. No adventurer[/left]
can wear the Warlock s Ring for long,[/left]
for it is said the Ring is Syrabane's[/left]
alone to command.[/left]
[/left]
Spells: Shalidor's Mirror, Heal,[/left]
and Feet of Notorgo[/left]
[/end]"
8712,"(1 target at range, save versus magic)[/left]
[/left]
Auriel's Bow appears as a modest Elven[/left]
Longbow, but it is one of the mightiest[/left]
ever to exist in Tamriel's history.[/left]
Allegedly created and used, like its[/left]
sister Auriel's Shield, by the great[/left]
Elvish demi-god, the Bow can turn any[/left]
arrow into a missile of death and[/left]
destruction. Without Auriel's power[/left]
behind it, however, the bow uses its[/left]
own store of energy for its power. Once[/left]
exhausted of this energy, the bow will[/left]
vanish and reappear whereever chance[/left]
puts it. Its most recent appearances[/left]
have been the subject of gossip for[/left]
hundreds of years.[/left]
[/left]
Spells: Lightning, Hand of Sleep,[/left]
and Magicka Leech[/left]
[/end]"
8713,"(caster only)[/left]
[/left]
The legendary Necromancer's Amulet, the[/left]
last surviving relic of the mad sorcerer[/left]
Mannimarco, grants any spellcaster who[/left]
wears it the ability to regenerate from[/left]
injury, and absorb magicka. The bearer[/left]
also becomes wise beyond his years. This[/left]
artifact is popular amongst mages. It is[/left]
the one flaw of the Amulet that it is[/left]
unstable in this world forever doomed to[/left]
fade in and out of existence, reappearing[/left]
at locations distant from that of its[/left]
disappearance.[/left]
[/left]
Spells: Troll's Blood and Wisdom[/left]
[/end]"
8714,"(caster only)[/left]
[/left]
Chrysamere, the Paladin's Blade and Sword[/left]
of Heroes, is an ancient claymore with[/left]
offensive capabilities only surpassed by[/left]
its defenses. It lends the wielder health,[/left]
protects him or her from fire, and reflects[/left]
any deletory spells cast against the[/left]
wielder back to the caster. Seldom has[/left]
Chrysamere been wielded by a bladesman for[/left]
any length of time, for it chooses not to[/left]
favor one champion.[/left]
[/left]
Spells:   Resist Fire, Shalidor's Mirror,[/left]
and Heal[/left]
[/end]"
8715,"(caster only)[/left]
[/left]
The Lord's Mail, sometimes called the[/left]
Armor of Morihaus, the Gift of Kynareth,[/left]
is an ancient cuirass of unsurpassable[/left]
quality. It grants the wearer the power[/left]
to regenerate lost health, resist the[/left]
effects of spells, and cure oneself of[/left]
poison when used. It is said that whenever[/left]
Kynareth deigns the wearer unworthy, the[/left]
Lord's Mail will be taken away and hidden[/left]
for the next chosen one.[/left]
[/left]
Spells: Cure Poison and Spell Shield[/left]
[/end]"
8716,"(caster only)[/left]
[/left]
The Staff of Magnus, one of the elder[/left]
artifacts of Tamriel, was a metaphysical[/left]
battery of sorts for its creator, the[/left]
Arch-Mage Magnus. When used, it[/left]
regenerates the wielder s health at[/left]
remarkable rates. In time, the Staff will[/left]
abandon the bearer who wields it before[/left]
he becomes too powerful and upsets the[/left]
mystical balance it is sworn to protect.[/left]
[/left]
Spells: Spell Absorption[/left]
[/end]"
8717,"(caster only)[/left]
[/left]
The Ring of the Khajiiti is an ancient[/left]
relic, hundreds of years older than[/left]
Rajhin, the thief who made the Ring[/left]
famous. It was Rajhin who used the Ring's[/left]
powers to make himself as invisible,[/left]
silent, and quick as a breath of wind.[/left]
Using the Ring he became the most[/left]
successful burglar in Elsweyr s history.[/left]
Rajhin s eventual fate is a mystery, but[/left]
according to legend, the Ring rebelled[/left]
against such constant use and disappeared,[/left]
leaving Rajhin helpless before his enemies.[/left]
[/left]
Spells: Invisibility and Feet of Notorgo[/left]
[/end]"
8718,"(caster only)[/left]
[/left]
The Ebony Mail is an artifact created[/left]
before recorded history, according to[/left]
legend, by the Dark Elven goddess[/left]
Boethiah. It is she who determines who[/left]
should possess the Mail and for how long[/left]
a time. If judged worthy, its power grants[/left]
the wearer invulnerability to all common[/left]
magical attacks that drain talents and[/left]
health. It is Boethiah alone who[/left]
determines when a person is ineligible[/left]
to bear the Ebony Mail any longer, and[/left]
the goddess can be very capricious.[/left]
[/left]
Spells: Resist Fire, Shield,[/left]
and Spell Shield[/left]
[/end]"
8719,"(caster only)[/left]
[/left]
Auriel's Shield, an Ebony shield said[/left]
to have once belonged to the quasi-[/left]
mythical Elvish deity Auriel, can make[/left]
its wielder nigh invulnerable. In its[/left]
resistance to fire and magic, Auriel's[/left]
Shield is unsurpassed. Like many[/left]
artifacts of Tamriel, the Shield has[/left]
life and personality of its own, and[/left]
does not feel bound to its user. A[/left]
popular fable tells the tale of it[/left]
abandoning one wielder in her greatest[/left]
hour of need, but this is perhaps[/left]
apocryphal.[/left]
[/left]
Spells: Resist Fire, Shield,[/left]
and Spell Reflection[/left]
[/end]"
8720,"(caster only)[/left]
[/left]
Spell Breaker, superficially a Dwarven[/left]
tower shield, is one of the most ancient[/left]
relics of Tamriel. Aside from its historic[/left]
importance dating from the Battle of[/left]
Rourken-Shalidor, the Spell Breaker[/left]
protects its wielder almost completely[/left]
from any spellcaster, either by dispelling[/left]
magic or silencing any mage about to[/left]
cast a spell. It is said that the Breaker[/left]
still searches for its original owner,[/left]
and will not remain the property of any[/left]
one else for long. For most, possessing[/left]
Spell Breaker for any time is power enough.[/left]
Spells: Free Action and Spell Reflection[/left]
[/end]"
8721,"(caster only)[/left]
[/left]
The power of the Skeleton's Key is very[/left]
simple, indeed. With it, any non-magically[/left]
locked door or chest is instantly[/left]
accessible to even the clumsiest of[/left]
lockpickers. A particularly skillful[/left]
lockpicker may even open some magically[/left]
barred doors with the Key. The two[/left]
limitations placed on the Key by wizards[/left]
who sought to protect their storehouses[/left]
were that the Key could only be used once[/left]
a day and it would never be the property[/left]
of one thief for too long. Some of those[/left]
who have possessed the Key have made[/left]
themselves rich before it disappeared,[/left]
others have broken into places they never[/left]
should have entered. Once a day this key[/left]
allows one to open one non-magical lock,[/left]
or a good chance at opening a low level[/left]
magical lock.[/left]
[/left]
Spells: Open[/left]
[/end]"
8722,"(1 target at range, save versus magic)[/left]
[/left]
The Ebony Blade, sometimes called the[/left]
Vampire or the Leech, resembles an ebony[/left]
katana, and its power is very dark indeed.[/left]
Every time the Ebony Blade strikes an[/left]
opponent, part of the damage inflicted[/left]
flows into the wielder as raw power. The[/left]
Blade itself may not be any more evil than[/left]
those who have used it, but at some point[/left]
in its history, a charm was cast on it so[/left]
it would not remain with any one bladesman[/left]
for long. The wizard who cast this charm[/left]
sought to save the souls of any too[/left]
infatuated by the Blade, and perhaps he[/left]
was right to do so.[/left]
[/record]
[/left]
Spells: Far silence, Vampiric Touch,[/left]
and Energy Leech[/left]
[/end]"
8999,"You have pilfered a dirty, sticky handkerchief.[/record]
All your victim possessed was a greasy hairbrush.[/record]
Your victim's pockets were empty, except for some string and a bit of paper.[/record]
You have pilfered a few worthless pebbles.[/record]
Your victim had nothing worth stealing, just some scraps of snake skin.[/record]
For some reason, your victim was carrying a dead rat around.[/record]
There were a few pieces of glass in your victim's pocket with which you almost cut yourself.[/record]
You have pilfered a small piece of cloth, speckled with blood.[/record]
There is nothing in your victim's pocket but an ink-stained handkerchief.[/record]
Your victim was carrying nothing but a small scrap of yellow fabric.[/record]
All you managed to pilfer from your victim was a shopping list.[/record]
Your victim's pockets were full of leaves, none of which are particularly rare or unusual.[/record]
There is a draft for a romantic poem in your victim's pocket. It looks like a bad poem.[/record]
Your victim was carrying a bit of deer horn in a satchel.[/record]
There was nothing of interest in your victim's pockets, just some dice for gambling.[/record]
There were only two buttons and a bit of thread in your victim's pockets.[/record]
There were a few grapes in your victim's pockets, apparently being saved for later consumption.[/record]
You have pilfered a crust of bread, apparently once part of a sandwich.[/record]
There was a small piece of meat in your victim's pocket, apparently once part of a sandwich.[/record]
There was not much of interest in your victim's satchel, just a bit of bone from a small mammal.[/record]
There was a small glass marble in your victim's pocket, pretty but useless.[/record]
You have pilfered a small square of red fabric from your victim's satchel.[/record]
You have not pilfered much of interest, just a piece of cheese and a scrap of crusty bread.[/record]
There was some twine in your victim's pocket, but not enough to be of any use to you.[/record]
There is little of use in your victim's pockets, just some lint, a bit of thread, and an old button.[/record]
There is very little in your victim's pockets worth taking, just a few scraps of tattered paper.[/record]
Your victim's pockets are greasy with oil - apparently something spilled in there.[/record]
All you pilfer from your victim is a soiled handkerchief.[/record]
You pilfer a note from your victim, a shopping list for a nearby equipment store.[/record]
Your victim was carrying two small pieces of wood, apparently something that needed repair.[/record]
There is nothing of interest in your victim's pocket, just a few flakes of lint.[/record]
You find nothing in your victim's pockets, just a bit of lint and a piece of string.[/record]
You find a small, warm, wet ball in your victim's satchel - possibly a bit of bat guano.[/record]
You have pilfered a small engraving of a woman, apparently your victim's mother.[/record]
You have pilfered a note, a letter from your victim's father, detailing hometown gossip.[/record]
You pilfer a few amateurly drawn charcoal sketches from your victim.[/record]
Your victim had nothing but a letter from a friend, describing life in a nearby village.[/record]
You find an unmailed letter to your victim's mother, describing the petty crime common to the area.[/record]
You pilfer a pressed wildflower from your victim, pretty but not uncommon at all.[/record]
Your victim was carrying a packet of seeds, most of which are blackened with age.[/record]
There is nothing useful in your victim's pockets, just a small ball of wax.[/record]
You find nothing of value in your victim's satchel, just a ball of flavored wax.[/record]
You pilfer a receipt from a faraway tavern.[/record]
Your victim is carrying nothing of value, just a small square of black velvet.[/record]
There is nothing of value in your victim's pocket.[/record]
You successfully search your victim's satchel, but nothing in it is of value.[/record]
You do not find anything of worth in your victim's pockets.[/record]
There is nothing in your victim's pocket except a dull letter from a friend in a neighboring village.[/record]
You pilfer a few pebbles your victim has unaccountably been collecting.[/record]
All you pilfer from your victim is a contract from a local moneylender for ten gold pieces.[/record]
The only thing in your victim's pocket was a large ball of cat hair.[/end]"
9000,"Deprecated record."
9400,"Reserved to 9912 for Bruce and Co. (do not translate)[/end]"
9999,"Dummy entry. Must always [/end]"
9000.1,"1.   어느 맑은 날 당신은 특이한 동물을 마주쳤다,[/left]
    다리가 사냥꾼의 찰코(기계덫)에 걸려있다. 출혈으로 보건데[/left]
    얼마 살지 못하리라. 당신은:[/left]
 a) 단검을 뽑아, 단칼에 빠르게 숨을 끊는다.[/left]
 b) 자연의 선택에 개입하지 않고, 특이한 동물을[/left]
    관찰할 기회로 삼는다.[/left]
 c) 사냥꾼과 그의 가족에게 필요한 것임을 알고는 있지만[/left]
    짐가방에 있는 약초를 사용해 잠재우고, 찰코를 풀어[/left]
    다른 안전한 곳으로 옮겨준다.[/left]"
9000.2,"2.   어느 여름 오후 당신의 아버지는 할 집안일을[/left]
    선택하라고 했다. 당신은:[/left]
 a) 아버지를 도와 대장간에서 새로운 쟁기를 만든다.[/left]
 b) 어머니를 도와 저녁 식사를 위해 허브를 모은다.[/left]
 c) 시냇물에서 그물과 낚시로 물고기를 낚는다.[/left]"
9000.3,"3.   당신과 아버지는 마을 장터에서 돌아오는 길에[/left]
    작은 남자아이가 상점에서 도망치는 것을 보았다.[/left]
    아이는 빵을 움켜쥐고 있었고, 소년을 식칼을 든[/left]
    제빵사가 뒤쫓고 있었다. 아이는 배가 고픈 것이 분명했지만[/left]
    마을은 가뭄에 시달리는 중이었고 음식은 귀중한 상태였다.[/left]
    당신은:[/left]
 a) 법을 따라서 아버지께 말해 소년을 잡는다.[/left]
 b) 불우한 아이를 도와 제빵사가 쫓는 길에 끼어든다.[/left]
 c) 멀리 떨어져 아버지의 경험을 믿고 그의 결정을 지켜본다.[/left]"
9000.4,"4.   어느 저녁 당신의 아버지는 보림 계곡에서[/left]
    있었던 전투에 대해 이야기 해주었다. 아버지의 병사들이[/left]
    적을 패퇴 시켰던 이야기였다. 적의 젊은 부사관의 희생이[/left]
    아니었다면 적을 사로잡았을 수도 있었다고 했다. 그는[/left]
    적들이 퇴각하기 충분할때까지 길을 막아냈고, 죽을 것을[/left]
    알고도 그리 한 것이었다. 당신이라면:[/left]
 a) 도망친다, 당신의 전투 전략 경험은 낭비하기엔 너무 귀중한[/left]
    것이라고 합리화 한다, 나중엔 이렇지 않을 지도 모르지 않는가?[/left]
 b) 부사관 처럼 길을 막는다, 휘하의 병사들이 도망칠 수 있다면[/left]
    이정도면 삶에 의미가 있는게 아닐까?[/left]
 c) 적을 교란해서 병사들이 탈출할 수 있으면서도 죽을 필요가[/left]
    없는 가능성을 찾는다.[/left]"
9000.5,"5.   어머니가 사올 물건 목록과 함께 시장으로 당신을 보냈다.[/left]
    장보기를 마친후 가게 주인이 물건을 바꿔 주면서 실수로 돈을[/left]
    너무 많이 준 것을 알았다. 당신은:[/left]
 a) 가게로 돌아가 주인에게 실수를 알려주며 돈을 돌려준다.[/left]
 b) 공돈을 챙긴다, 어짜피 가게 주인은 손님들에게 바가지를[/left]
    씌우지 않는가?[/left]
 c) 공돈을 가족에 도움이 되게 물건을 사는데 쓴다.[/left]"
9000.6,"6.   시장에서 도둑이 귀족의 돈주머니를 잘라 훔치는 것을[/left]
    목격했다. 하지만 동시에 귀족은 눈치를 채고 도시 경비병을 불렀다.[/left]
    도둑은 급히 도망치다가, 당신 근처에 돈주머니를 떨어트렸다.[/left]
    놀랍게도 아무도 당신 발옆의 돈 주머니를 눈치채지 못했다.[/left]
    당신은:[/left]
 a) 주머니를 주워 챙긴다, 가족에게 고난이 닥쳤을때[/left]
    이 돈 주머니가 도움이 될것이다.[/left]
 b) 주머니를 주워 경비에게 알린다, 돈을 주인에게 돌려주는 것은[/left]
    명예로운 일이니까.[/left]
 c) 주머니를 그냥 놔둔다, 이런 일에는 얽히지 않는 것이 최고니까.[/left]"
9000.7,"7.   Your father sends you on a task which you loathe,[/left]
    cleaning the stables. On the way there, pitchfork in[/left]
    hand, you run into your friend from the homestead near[/left]
    your own. He offers to do it for you, in return for a[/left]
    future favor of his choosing. Do you:[/left]
 a) Decline his offer, knowing that your father expects you[/left]
    to do the work, and it is better not to be in debt?[/left]
 b) Accept his offer, reasoning that as long as the stables[/left]
    are cleaned, it matters not who does the cleaning?[/left]
 c) Ask him to help you, knowing that two people can do the[/left]
    job faster than one, and agree to help him with one[/left]
    task of his choosing in the future?[/left]"
9000.8,"8.   Your mother asks you to help fix the stove. While[/left]
     you are working, a very hot pipe slips its moorings[/left]
     and falls towards her. Do you:[/left]
 a) Push your mother out of the way?[/left]
b) Grab the hot pipe and try and push it away?[/left]
 c) Position yourself between the pipe and your mother?[/left]"
9000.9,"9.   While in town the baker gives you a sweetroll.[/left]
    Delighted, you take it into an alley to enjoy, only to[/left]
    be intercepted by a gang of three other kids your age.[/left]
    The leader demands the sweetroll, or else he and his[/left]
    friends will beat you and take it. Do you:[/left]
 a) Drop the sweetroll and step on it, then get ready for[/left]
    the fight?[/left]
 b) Give him the sweetroll now without argument, knowing[/left]
    that later this afternoon you will have all your[/left]
    friends with you and can come and take whatever he[/left]
    owes you?[/left]
 c) Act like you're going to give him the sweetroll but[/left]
    at the last minute throw it in the air, hoping that[/left]
    they'll pay attention to it long enough for you to get[/left]
    a shot in on the leader?[/left]"
9000.1,"10.    Entering town you find that you are witness to a[/left]
     very well dressed man running from a crowd. He screams[/left]
     to you for help. The crowd behind him seems very[/left]
     angry. Do you:[/left]
a)  Rush to the man's aid immediately, despite your lack[/left]
     of knowledge of the circumstances?[/left]
 b)  Rush to the town's aid immediately, despite your lack[/left]
     of knowledge of the circumstances?[/left]
 c)  Stand aside and allow the man and mob to pass,[/left]
     realizing that it is probably best not to get involved?[/left]"
